user_id,month,risk_probability,risk_level,financial_pressure,intervention,intervention_priority,cate,recommendation_status,explanation,model_drivers,intervention_description
44,2026-09-01,0.5154354053080421,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0580227045689572,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
50,2026-09-01,0.5131124146349683,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.265913818308168,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
75,2026-09-01,0.46308084591013005,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1910836667988001,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
90,2026-09-01,0.6638759634900602,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.2929454125101533,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
95,2026-09-01,0.48840062932701933,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3161303928768727,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
101,2026-09-01,0.0,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,-0.1787401471567561,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
133,2026-09-01,0.613548611765971,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.1105855802342995,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
180,2026-09-01,0.4778760180352635,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.115134150944635,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
184,2026-09-01,0.4791069934973609,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2780909287576872,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
191,2026-09-01,0.4724913373308005,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2068491915291452,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
194,2026-09-01,0.4656626767992724,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1259216039600292,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
204,2026-09-01,0.47577129689150527,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3572343631822309,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
213,2026-09-01,0.47055930990750516,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1800511759417685,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
220,2026-09-01,0.49020286648334843,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2880327819242353,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
225,2026-09-01,0.5400392121265235,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.067808865045907,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
262,2026-09-01,0.48685956498014443,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1896491023813381,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
267,2026-09-01,0.4517133954874656,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.120085569708061,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
280,2026-09-01,0.47828050874220823,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1617222969872031,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
295,2026-09-01,0.6371273201295001,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.1470915700152946,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
313,2026-09-01,0.5548882585863781,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0290633926547612,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
332,2026-09-01,0.512442381915775,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1629534284588839,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
338,2026-09-01,0.5115940557967077,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1375733850846454,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
395,2026-09-01,0.4947457473934184,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1139422001938607,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
401,2026-09-01,0.4822317527371118,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1476108875358099,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
403,2026-09-01,0.4879533628955547,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1959104195085302,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
407,2026-09-01,0.5100310542734734,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2154302834964601,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
408,2026-09-01,0.46781555379163786,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0646567909145683,MONITOR,Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
433,2026-09-01,0.5874771440564653,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1112275510067759,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
440,2026-09-01,0.5011651731379894,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1911421826007369,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
454,2026-09-01,0.5417160843170762,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1100306121467111,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
476,2026-09-01,0.47756456851384216,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1677179575956666,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
480,2026-09-01,0.5246442353425922,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2931010065425329,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
495,2026-09-01,0.4660968287672132,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3129200635605062,MONITOR,Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
496,2026-09-01,0.49209761146804737,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1751900449555623,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
497,2026-09-01,0.4746787587172507,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0657581740090606,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
500,2026-09-01,0.4921518645796827,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.4220206440515658,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
511,2026-09-01,0.5785473698740019,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2029636963266625,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
513,2026-09-01,0.47730077544211513,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2107261894798725,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
551,2026-09-01,0.486249941228294,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1154080169629704,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
561,2026-09-01,0.5159980885515869,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0645711798724637,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
578,2026-09-01,0.5824302446410592,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1692997406420462,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
580,2026-09-01,0.5494037629715284,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2508572058815494,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
601,2026-09-01,0.4571672564755881,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0722526050591438,MONITOR,Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
611,2026-09-01,0.5171979046015579,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.229281744327797,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
677,2026-09-01,0.4718022647865976,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3024614379354718,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
697,2026-09-01,0.4663962264415371,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1875940228003299,MONITOR,Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
711,2026-09-01,0.5078056205087907,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3231863899700211,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
717,2026-09-01,0.5510007812699204,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1571409770713178,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
728,2026-09-01,0.5176725532059002,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1371692274808727,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
739,2026-09-01,0.4795781699506568,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2898487565001845,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
741,2026-09-01,0.4978613588430586,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0101330341628329,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
746,2026-09-01,0.5660304031517764,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1788710466455401,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
764,2026-09-01,0.5183321959867262,MODERATE,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.1970396126634517,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Review recurring obligations and reduce near-term payment pressure.
778,2026-09-01,0.47765718275497293,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1634182138450342,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
788,2026-09-01,0.5489811112843239,MODERATE,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.1275307178345102,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Review recurring obligations and reduce near-term payment pressure.
796,2026-09-01,0.5171385165200074,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1728103961658597,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
806,2026-09-01,0.5066498666901647,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3460115332229453,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
847,2026-09-01,0.5306949987202785,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1672053998425096,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
854,2026-09-01,0.5235753564905857,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2563199297405952,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
856,2026-09-01,0.4792394242316605,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3852588159960073,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
869,2026-09-01,0.4745616380218586,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2052004595066119,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
873,2026-09-01,0.5150454628097185,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.077635811635849,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
879,2026-09-01,0.48215979136321857,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1185469541000852,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
887,2026-09-01,0.4848448777558567,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0942879463934097,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
901,2026-09-01,0.4858054322520565,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0997990015018251,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
905,2026-09-01,0.4986726543960633,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1460209312877723,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
939,2026-09-01,0.510458805794827,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1704389822927351,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
946,2026-09-01,0.4935463938740754,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3738420352793038,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
955,2026-09-01,0.46548732442239715,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1734780508952712,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
956,2026-09-01,0.5458322607299225,MODERATE,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.096456785009454,SIMULATED_SUPPORT,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Review recurring obligations and reduce near-term payment pressure.
971,2026-09-01,0.4642284363203637,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2233400800049036,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
975,2026-09-01,0.5540022914335238,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1530430118617105,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
986,2026-09-01,0.48668630345861574,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.3006106369485981,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
989,2026-09-01,0.4446568175730469,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0004336365388996,MONITOR,Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
7,2026-09-01,0.7146802939307075,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.036260412726805,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
12,2026-09-01,0.564701608837887,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0356622291280047,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
14,2026-09-01,0.7629179016254386,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0006824602398992,MONITOR,Cash buffer is below 50% of the reference level. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
25,2026-09-01,0.5384414553750179,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0302595484296249,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
27,2026-09-01,0.6193401488179415,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,0.1212724593273366,RULE_BASED_RECOMMENDATION,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
28,2026-09-01,0.7876730707625705,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.152432599689607,MONITOR,Cash buffer is below 50% of the reference level. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
39,2026-09-01,0.5276613131756234,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0289851788378866,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
43,2026-09-01,0.6221069119059415,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0778887414653465,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
45,2026-09-01,0.584386229042001,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.151197644394774,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
46,2026-09-01,0.5216609235305272,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.009021908475124,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
49,2026-09-01,0.44129381041947946,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2149576330364632,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
52,2026-09-01,0.6139008797417187,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.1075916375212566,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
63,2026-09-01,0.716561681002558,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.1201253989682158,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Reduce discretionary spending and slow spending growth.
71,2026-09-01,0.7514400225980487,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.2881010544236245,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
